user_id,song_id,timestamp,duration_sec
user_0086,song_0172,2025-03-17 12:36:21,256
user_0079,song_0130,2025-03-23 04:43:21,258
user_0021,song_0163,2025-03-22 14:35:21,156
user_0082,song_0193,2025-03-20 06:53:21,152
user_0036,song_0083,2025-03-29 14:09:21,201
user_0041,song_0021,2025-04-01 18:17:21,148
user_0050,song_0187,2025-03-30 21:14:21,242
user_0053,song_0162,2025-03-23 21:18:21,135
user_0054,song_0193,2025-03-17 23:41:21,40
user_0098,song_0123,2025-04-05 11:25:21,182
user_0097,song_0114,2025-03-19 04:47:21,142
user_0063,song_0099,2025-03-21 22:26:21,229
user_0044,song_0113,2025-03-13 17:47:21,269
user_0017,song_0137,2025-04-05 09:59:21,43
user_0011,song_0046,2025-03-09 07:40:21,123
user_0007,song_0105,2025-03-30 07:54:21,197
user_0044,song_0113,2025-03-28 09:02:21,159
user_0011,song_0188,2025-03-19 21:39:21,209
user_0029,song_0180,2025-04-04 22:22:21,156
user_0026,song_0160,2025-04-01 15:17:21,94
user_0061,song_0150,2025-03-06 15:59:21,268
user_0090,song_0111,2025-03-31 02:45:21,88
user_0100,song_0080,2025-04-02 03:40:21,43
user_0040,song_0112,2025-03-24 16:39:21,68
user_0076,song_0170,2025-03-29 19:57:21,184
user_0088,song_0027,2025-03-11 04:06:21,51
user_0045,song_0196,2025-03-25 21:04:21,289
user_0083,song_0119,2025-03-10 06:42:21,84
user_0056,song_0163,2025-03-08 07:44:21,108
user_0056,song_0124,2025-03-06 01:13:21,168
user_0079,song_0138,2025-03-12 06:55:21,268
user_0056,song_0152,2025-03-28 12:25:21,155
user_0012,song_0110,2025-03-29 07:34:21,224
user_0044,song_0105,2025-03-31 06:47:21,138
user_0046,song_0093,2025-03-28 03:05:21,171
user_0072,song_0055,2025-04-03 15:11:21,238
user_0063,song_0059,2025-03-14 07:10:21,281
user_0058,song_0022,2025-03-27 15:52:21,237
user_0089,song_0174,2025-03-18 10:50:21,272
user_0071,song_0126,2025-03-13 04:38:21,199
user_0046,song_0078,2025-03-27 14:51:21,148
user_0016,song_0105,2025-04-02 05:08:21,124
user_0025,song_0131,2025-03-28 03:18:21,298
user_0077,song_0021,2025-03-10 16:48:21,181
user_0030,song_0097,2025-04-05 05:12:21,94
user_0036,song_0016,2025-03-19 13:27:21,94
user_0082,song_0126,2025-04-02 23:00:21,175
user_0061,song_0093,2025-03-31 21:40:21,159
user_0062,song_0032,2025-03-24 06:38:21,67
user_0074,song_0016,2025-04-01 18:20:21,185
user_0011,song_0031,2025-03-19 09:13:21,145
user_0100,song_0122,2025-03-07 08:19:21,182
user_0076,song_0079,2025-03-18 02:14:21,60
user_0079,song_0026,2025-03-06 16:20:21,138
user_0034,song_0063,2025-03-29 17:30:21,68
user_0021,song_0161,2025-03-14 03:09:21,270
user_0038,song_0104,2025-03-14 13:46:21,262
user_0010,song_0076,2025-03-11 02:05:21,131
user_0055,song_0101,2025-03-16 18:20:21,166
user_0019,song_0039,2025-03-11 12:56:21,177
user_0057,song_0088,2025-03-14 09:41:21,169
user_0065,song_0161,2025-04-03 03:01:21,50
user_0056,song_0144,2025-03-28 22:33:21,76
user_0030,song_0148,2025-03-18 22:43:21,167
user_0074,song_0048,2025-03-21 05:43:21,256
user_0036,song_0181,2025-03-23 01:45:21,281
user_0012,song_0096,2025-03-26 12:28:21,83
user_0021,song_0165,2025-03-27 00:49:21,235
user_0098,song_0122,2025-04-03 12:41:21,159
user_0042,song_0091,2025-03-09 05:52:21,30
user_0085,song_0119,2025-03-23 21:34:21,126
user_0067,song_0149,2025-03-16 08:20:21,56
user_0027,song_0029,2025-03-07 13:36:21,254
user_0090,song_0008,2025-03-16 02:39:21,152
user_0091,song_0172,2025-04-05 04:34:21,238
user_0012,song_0025,2025-03-22 19:25:21,108
user_0064,song_0075,2025-03-20 14:06:21,242
user_0062,song_0063,2025-03-22 04:37:21,104
user_0050,song_0144,2025-03-20 18:46:21,65
user_0036,song_0120,2025-03-26 06:06:21,166
user_0001,song_0087,2025-03-10 03:23:21,280
user_0020,song_0143,2025-03-25 12:05:21,223
user_0059,song_0049,2025-03-14 15:16:21,226
user_0030,song_0106,2025-04-04 12:34:21,272
user_0091,song_0098,2025-03-24 00:46:21,107
user_0064,song_0033,2025-03-20 03:17:21,199
user_0013,song_0113,2025-04-02 05:28:21,263
user_0002,song_0114,2025-03-09 01:05:21,109
user_0010,song_0076,2025-03-26 02:09:21,233
user_0084,song_0105,2025-03-09 00:24:21,224
user_0041,song_0134,2025-03-09 04:57:21,48
user_0080,song_0170,2025-03-15 13:37:21,146
user_0096,song_0037,2025-03-12 01:48:21,81
user_0057,song_0088,2025-03-08 22:26:21,53
user_0042,song_0067,2025-03-25 10:38:21,250
user_0019,song_0096,2025-03-18 00:09:21,122
user_0022,song_0144,2025-03-09 10:22:21,153
user_0064,song_0037,2025-03-29 07:41:21,160
user_0059,song_0014,2025-03-08 07:33:21,177
user_0087,song_0013,2025-03-22 11:38:21,183
user_0082,song_0177,2025-03-28 07:50:21,184
user_0026,song_0124,2025-04-02 15:20:21,225
user_0074,song_0083,2025-03-14 13:21:21,41
user_0085,song_0003,2025-03-18 00:01:21,55
user_0078,song_0104,2025-03-12 15:34:21,210
user_0029,song_0169,2025-03-28 00:17:21,100
user_0081,song_0186,2025-03-16 22:05:21,188
user_0057,song_0111,2025-03-13 18:56:21,76
user_0038,song_0119,2025-03-31 16:34:21,97
user_0070,song_0094,2025-03-20 06:18:21,169
user_0022,song_0123,2025-03-06 13:21:21,203
user_0015,song_0013,2025-04-01 15:43:21,233
user_0072,song_0108,2025-04-05 14:24:21,93
user_0059,song_0188,2025-03-15 14:29:21,225
user_0082,song_0028,2025-03-15 15:27:21,271
user_0004,song_0125,2025-03-26 02:36:21,143
user_0083,song_0122,2025-03-06 23:30:21,184
user_0084,song_0046,2025-04-04 22:09:21,185
user_0064,song_0059,2025-03-08 05:05:21,99
user_0050,song_0174,2025-03-05 23:39:21,244
user_0076,song_0036,2025-03-08 09:16:21,80
user_0063,song_0061,2025-04-03 23:52:21,219
user_0028,song_0084,2025-03-09 11:03:21,80
user_0088,song_0171,2025-03-25 21:21:21,233
user_0036,song_0041,2025-03-06 07:54:21,76
user_0085,song_0186,2025-03-17 22:42:21,55
user_0043,song_0043,2025-03-11 04:09:21,135
user_0009,song_0142,2025-03-30 03:25:21,140
user_0030,song_0052,2025-03-11 03:05:21,31
user_0036,song_0038,2025-04-01 04:59:21,158
user_0023,song_0004,2025-04-01 22:55:21,213
user_0031,song_0014,2025-03-31 14:22:21,56
user_0017,song_0136,2025-04-02 21:15:21,273
user_0058,song_0137,2025-03-18 19:42:21,261
user_0065,song_0195,2025-04-04 00:56:21,296
user_0039,song_0014,2025-04-04 07:05:21,235
user_0055,song_0123,2025-03-14 08:17:21,67
user_0011,song_0046,2025-04-03 19:07:21,170
user_0080,song_0153,2025-03-14 12:20:21,225
user_0077,song_0121,2025-03-20 02:46:21,250
user_0013,song_0041,2025-03-09 01:05:21,140
user_0056,song_0101,2025-03-23 11:51:21,262
user_0052,song_0024,2025-03-26 08:51:21,190
user_0086,song_0045,2025-03-15 07:14:21,64
user_0012,song_0024,2025-03-23 20:08:21,220
user_0017,song_0156,2025-03-06 04:15:21,198
user_0086,song_0109,2025-03-09 00:43:21,246
