user_id,song_id,timestamp,duration_sec
user_0086,song_0172,2025-03-20 05:07:40,256
user_0079,song_0130,2025-03-25 21:14:40,258
user_0021,song_0163,2025-03-25 07:06:40,156
user_0082,song_0193,2025-03-22 23:24:40,152
user_0036,song_0083,2025-04-01 06:40:40,201
user_0041,song_0021,2025-04-04 10:48:40,148
user_0050,song_0187,2025-04-02 13:45:40,242
user_0053,song_0162,2025-03-26 13:49:40,135
user_0054,song_0193,2025-03-20 16:12:40,40
user_0098,song_0123,2025-04-08 03:56:40,182
user_0097,song_0114,2025-03-21 21:18:40,142
user_0063,song_0099,2025-03-24 14:57:40,229
user_0044,song_0113,2025-03-16 10:18:40,269
user_0017,song_0137,2025-04-08 02:30:40,43
user_0011,song_0046,2025-03-12 00:11:40,123
user_0007,song_0105,2025-04-02 00:25:40,197
user_0044,song_0113,2025-03-31 01:33:40,159
user_0011,song_0188,2025-03-22 14:10:40,209
user_0029,song_0180,2025-04-07 14:53:40,156
user_0026,song_0160,2025-04-04 07:48:40,94
user_0061,song_0150,2025-03-09 08:30:40,268
user_0090,song_0111,2025-04-02 19:16:40,88
user_0100,song_0080,2025-04-04 20:11:40,43
user_0040,song_0112,2025-03-27 09:10:40,68
user_0076,song_0170,2025-04-01 12:28:40,184
user_0088,song_0027,2025-03-13 20:37:40,51
user_0045,song_0196,2025-03-28 13:35:40,289
user_0083,song_0119,2025-03-12 23:13:40,84
user_0056,song_0163,2025-03-11 00:15:40,108
user_0056,song_0124,2025-03-08 17:44:40,168
user_0079,song_0138,2025-03-14 23:26:40,268
user_0056,song_0152,2025-03-31 04:56:40,155
user_0012,song_0110,2025-04-01 00:05:40,224
user_0044,song_0105,2025-04-02 23:18:40,138
user_0046,song_0093,2025-03-30 19:36:40,171
user_0072,song_0055,2025-04-06 07:42:40,238
user_0063,song_0059,2025-03-16 23:41:40,281
user_0058,song_0022,2025-03-30 08:23:40,237
user_0089,song_0174,2025-03-21 03:21:40,272
user_0071,song_0126,2025-03-15 21:09:40,199
user_0046,song_0078,2025-03-30 07:22:40,148
user_0016,song_0105,2025-04-04 21:39:40,124
user_0025,song_0131,2025-03-30 19:49:40,298
user_0077,song_0021,2025-03-13 09:19:40,181
user_0030,song_0097,2025-04-07 21:43:40,94
user_0036,song_0016,2025-03-22 05:58:40,94
user_0082,song_0126,2025-04-05 15:31:40,175
user_0061,song_0093,2025-04-03 14:11:40,159
user_0062,song_0032,2025-03-26 23:09:40,67
user_0074,song_0016,2025-04-04 10:51:40,185
user_0011,song_0031,2025-03-22 01:44:40,145
user_0100,song_0122,2025-03-10 00:50:40,182
user_0076,song_0079,2025-03-20 18:45:40,60
user_0079,song_0026,2025-03-09 08:51:40,138
user_0034,song_0063,2025-04-01 10:01:40,68
user_0021,song_0161,2025-03-16 19:40:40,270
user_0038,song_0104,2025-03-17 06:17:40,262
user_0010,song_0076,2025-03-13 18:36:40,131
user_0055,song_0101,2025-03-19 10:51:40,166
user_0019,song_0039,2025-03-14 05:27:40,177
user_0057,song_0088,2025-03-17 02:12:40,169
user_0065,song_0161,2025-04-05 19:32:40,50
user_0056,song_0144,2025-03-31 15:04:40,76
user_0030,song_0148,2025-03-21 15:14:40,167
user_0074,song_0048,2025-03-23 22:14:40,256
user_0036,song_0181,2025-03-25 18:16:40,281
user_0012,song_0096,2025-03-29 04:59:40,83
user_0021,song_0165,2025-03-29 17:20:40,235
user_0098,song_0122,2025-04-06 05:12:40,159
user_0042,song_0091,2025-03-11 22:23:40,30
user_0085,song_0119,2025-03-26 14:05:40,126
user_0067,song_0149,2025-03-19 00:51:40,56
user_0027,song_0029,2025-03-10 06:07:40,254
user_0090,song_0008,2025-03-18 19:10:40,152
user_0091,song_0172,2025-04-07 21:05:40,238
user_0012,song_0025,2025-03-25 11:56:40,108
user_0064,song_0075,2025-03-23 06:37:40,242
user_0062,song_0063,2025-03-24 21:08:40,104
user_0050,song_0144,2025-03-23 11:17:40,65
user_0036,song_0120,2025-03-28 22:37:40,166
user_0001,song_0087,2025-03-12 19:54:40,280
user_0020,song_0143,2025-03-28 04:36:40,223
user_0059,song_0049,2025-03-17 07:47:40,226
user_0030,song_0106,2025-04-07 05:05:40,272
user_0091,song_0098,2025-03-26 17:17:40,107
user_0064,song_0033,2025-03-22 19:48:40,199
user_0013,song_0113,2025-04-04 21:59:40,263
user_0002,song_0114,2025-03-11 17:36:40,109
user_0010,song_0076,2025-03-28 18:40:40,233
user_0084,song_0105,2025-03-11 16:55:40,224
user_0041,song_0134,2025-03-11 21:28:40,48
user_0080,song_0170,2025-03-18 06:08:40,146
user_0096,song_0037,2025-03-14 18:19:40,81
user_0057,song_0088,2025-03-11 14:57:40,53
user_0042,song_0067,2025-03-28 03:09:40,250
user_0019,song_0096,2025-03-20 16:40:40,122
user_0022,song_0144,2025-03-12 02:53:40,153
user_0064,song_0037,2025-04-01 00:12:40,160
user_0059,song_0014,2025-03-11 00:04:40,177
user_0087,song_0013,2025-03-25 04:09:40,183
user_0082,song_0177,2025-03-31 00:21:40,184
user_0026,song_0124,2025-04-05 07:51:40,225
user_0074,song_0083,2025-03-17 05:52:40,41
user_0085,song_0003,2025-03-20 16:32:40,55
user_0078,song_0104,2025-03-15 08:05:40,210
user_0029,song_0169,2025-03-30 16:48:40,100
user_0081,song_0186,2025-03-19 14:36:40,188
user_0057,song_0111,2025-03-16 11:27:40,76
user_0038,song_0119,2025-04-03 09:05:40,97
user_0070,song_0094,2025-03-22 22:49:40,169
user_0022,song_0123,2025-03-09 05:52:40,203
user_0015,song_0013,2025-04-04 08:14:40,233
user_0072,song_0108,2025-04-08 06:55:40,93
user_0059,song_0188,2025-03-18 07:00:40,225
user_0082,song_0028,2025-03-18 07:58:40,271
user_0004,song_0125,2025-03-28 19:07:40,143
user_0083,song_0122,2025-03-09 16:01:40,184
user_0084,song_0046,2025-04-07 14:40:40,185
user_0064,song_0059,2025-03-10 21:36:40,99
user_0050,song_0174,2025-03-08 16:10:40,244
user_0076,song_0036,2025-03-11 01:47:40,80
user_0063,song_0061,2025-04-06 16:23:40,219
user_0028,song_0084,2025-03-12 03:34:40,80
user_0088,song_0171,2025-03-28 13:52:40,233
user_0036,song_0041,2025-03-09 00:25:40,76
user_0085,song_0186,2025-03-20 15:13:40,55
user_0043,song_0043,2025-03-13 20:40:40,135
user_0009,song_0142,2025-04-01 19:56:40,140
user_0030,song_0052,2025-03-13 19:36:40,31
user_0036,song_0038,2025-04-03 21:30:40,158
user_0023,song_0004,2025-04-04 15:26:40,213
user_0031,song_0014,2025-04-03 06:53:40,56
user_0017,song_0136,2025-04-05 13:46:40,273
user_0058,song_0137,2025-03-21 12:13:40,261
user_0065,song_0195,2025-04-06 17:27:40,296
user_0039,song_0014,2025-04-06 23:36:40,235
user_0055,song_0123,2025-03-17 00:48:40,67
user_0011,song_0046,2025-04-06 11:38:40,170
user_0080,song_0153,2025-03-17 04:51:40,225
user_0077,song_0121,2025-03-22 19:17:40,250
user_0013,song_0041,2025-03-11 17:36:40,140
user_0056,song_0101,2025-03-26 04:22:40,262
user_0052,song_0024,2025-03-29 01:22:40,190
user_0086,song_0045,2025-03-17 23:45:40,64
user_0012,song_0024,2025-03-26 12:39:40,220
user_0017,song_0156,2025-03-08 20:46:40,198
user_0086,song_0109,2025-03-11 17:14:40,246
user_0093,song_0104,2025-03-20 05:17:40,210
user_0014,song_0075,2025-04-03 17:32:40,276
user_0029,song_0090,2025-03-11 20:57:40,218
user_0015,song_0150,2025-04-01 01:18:40,43
user_0078,song_0178,2025-03-31 14:57:40,122
user_0035,song_0068,2025-03-10 04:21:40,209
user_0001,song_0030,2025-03-20 17:30:40,235
user_0009,song_0170,2025-04-08 12:49:40,140
user_0049,song_0100,2025-04-03 03:19:40,189
user_0093,song_0139,2025-03-20 13:03:40,56
user_0020,song_0185,2025-04-06 16:56:40,71
user_0035,song_0099,2025-03-23 19:13:40,256
user_0054,song_0193,2025-03-23 12:03:40,206
user_0056,song_0174,2025-03-17 19:42:40,279
user_0068,song_0019,2025-04-01 02:27:40,58
user_0001,song_0062,2025-03-15 11:15:40,160
user_0038,song_0014,2025-03-24 01:15:40,119
